,num_jobs,job_combinations,solve_time1_millis,setup_time1_millis,total_time1_millis,solve_time2_millis,setup_time2_millis,total_time2_millis
1156,26,351,7.45164,2.0132399999999997,9.46488,0.0,0.0,0.0
1157,23,276,5.660841,1.611871,7.272711999999999,0.0,0.0,0.0
1158,21,231,4.608936999999999,1.2840099999999999,5.8929469999999995,0.0,0.0,0.0
1159,20,210,4.891478,1.0763610000000001,5.967839000000001,0.0,0.0,0.0
1160,19,190,6.697958000000001,1.433168,8.131126,0.0,0.0,0.0
1161,17,153,4.457766,1.048849,5.506615,0.0,0.0,0.0
1162,16,136,2.6803679999999996,0.661894,3.342262,0.0,0.0,0.0
1163,15,120,2.414543,0.537962,2.9525050000000004,0.0,0.0,0.0
1164,14,105,2.118464,0.466242,2.5847059999999997,0.0,0.0,0.0
1165,13,91,1.60337,0.417428,2.020798,0.0,0.0,0.0
1166,12,78,1.4462920000000001,0.363779,1.8100710000000002,0.0,0.0,0.0
1167,11,66,1.274677,0.295427,1.5701040000000002,0.0,0.0,0.0
1168,10,55,1.020525,0.23824499999999998,1.25877,0.0,0.0,0.0
1169,9,45,0.7872429999999999,0.20922000000000002,0.9964629999999999,0.0,0.0,0.0
1170,8,36,0.872533,0.314906,1.187439,0.0,0.0,0.0
1171,7,28,0.540351,0.127009,0.6673600000000001,0.0,0.0,0.0
1172,6,21,0.365285,0.11831599999999999,0.483601,0.0,0.0,0.0
1173,5,15,0.25736,0.10219400000000001,0.359554,0.0,0.0,0.0
1174,4,10,0.161473,0.066248,0.227721,0.0,0.0,0.0
1175,3,6,0.11054699999999999,0.0537,0.16424699999999998,0.0,0.0,0.0
1176,2,3,0.060513000000000004,0.033949,0.094462,0.0,0.0,0.0
1177,1,1,0.029938,0.01838,0.048318,0.0,0.0,0.0
